"","filename_median","cluster_median","date_median","tubename_median","X_median","FSC.A_median","SSC.A_median","FITC.A_median","PerCP.A_median","PE.A_median","PE.Texas.Red.A_median","PE.Cy5.A_median","PE.Cy7.A_median","APC.A_median","Alexa700.A_median","APC.Cy7.A_median","BV421.A_median","BV510.A_median","BV605.A_median","BV650.A_median","BV711.A_median","BV786.A_median","BUV396.A_median","BUV496.A_median","BUV737.A_median","pred.flexclust_median","event_median","filename_rCV","cluster_rCV","date_rCV","tubename_rCV","X_rCV","FSC.A_rCV","SSC.A_rCV","FITC.A_rCV","PerCP.A_rCV","PE.A_rCV","PE.Texas.Red.A_rCV","PE.Cy5.A_rCV","PE.Cy7.A_rCV","APC.A_rCV","Alexa700.A_rCV","APC.Cy7.A_rCV","BV421.A_rCV","BV510.A_rCV","BV605.A_rCV","BV650.A_rCV","BV711.A_rCV","BV786.A_rCV","BUV396.A_rCV","BUV496.A_rCV","BUV737.A_rCV","pred.flexclust_rCV","event_rCV"
"11","Specimen_001_20191224_003.csv","2","24-DEC-2019","20191224",2421,126734.8203125,73894.859375,1831.94995117188,1815.39001464844,1586.19995117188,1808.79992675781,1857.09997558594,1441.29992675781,2268.56005859375,1667.68005371094,1398.88000488281,3936.35009765625,2132.65014648438,2120.75,4517.75,2965.65014648438,1864.90002441406,7305.7001953125,3196.6201171875,1937.580078125,2,"","Specimen_001_20191224_003.csv","2","24-DEC-2019","20191224",70.5055266418835,2.90510727215421,9.0288671129229,8.16345920867752,13.3599342374012,13.6566285028263,13.9202395582738,16.3580712969248,13.9378147405691,9.2999226799074,9.96234489795697,10.6981507911472,12.0742426229387,10.043027511824,16.8537097172286,12.1019646215363,10.2459038652448,15.2679868112485,6.49439829531655,16.7123737978253,22.3230729992511,0,""
"12","Specimen_001_20191224_003.csv","3","24-DEC-2019","20191224",2592,126768.3046875,73489.828125,84188.28125,60314.28125,66325,78610,53260.19921875,43068.19921875,55951.28125,43376.48046875,39156.87890625,67072.6484375,89170.953125,89068.953125,88190.0546875,71769.75,68457.3046875,63327.8203125,53318.28125,54587.640625,3,"","Specimen_001_20191224_003.csv","3","24-DEC-2019","20191224",65.8036265432099,3.33614789235011,11.2103445332252,4.88976090607921,6.16971279863756,7.49961337990012,7.10070462568376,8.25101812585633,9.34674066630696,4.65701491280642,6.78684827850347,7.06466920273928,5.84659681043142,5.39291837781398,4.6461918197857,5.74549448292914,6.25662148964222,9.03590268113052,9.04766658758906,7.83174553169792,15.0733136206714,0,""
"13","Specimen_001_20191226_004.csv","1","26-DEC-2019","20191226",2472.5,23430.7294921875,33764.8046875,328.785003662109,361.559997558594,349.649993896484,395.5,387.799987792969,331.799987792969,496.720001220703,362.320007324219,310.239990234375,535.5,297.5,343.400009155273,810.050048828125,391.850006103516,353.175003051758,815.280029296875,449.779998779297,336.260009765625,1,"","Specimen_001_20191226_004.csv","1","26-DEC-2019","20191226",69.7025540950455,15.8462298471471,2.08320779253082,19.8321094650854,23.6175374873456,25.6512438813193,26.1946879506262,46.864253127501,21.9409299970145,13.599542448291,13.0602799645769,14.599973671899,45.4577576658105,26.3222732297754,60.1801840181473,26.6270612510226,22.8043273929001,24.90974880536,10.4430393961526,50.6692199304524,41.114039990723,0,""
"14","Specimen_001_20191226_004.csv","2","26-DEC-2019","20191226",2504,122459.921875,71368.078125,1811.25,1809.18005371094,1570.09997558594,1785,1836.09997558594,1439.19995117188,2086,1529.92004394531,1289.68005371094,3691.55004882812,2032.35009765625,2004.30004882812,4483.75,2899.35009765625,1746.75,7241.2001953125,3212.10009765625,1966.82006835938,2,"","Specimen_001_20191226_004.csv","2","26-DEC-2019","20191226",68.708178913738,4.34312815800067,14.655784109536,15.3322081520393,16.5903898729372,15.1802974065444,15.4705861836924,17.7847503615204,13.9348245273126,13.6909543633758,12.7377049087196,13.1559824152424,16.0131901429237,13.6118222997257,19.4229887827844,13.6202960168665,11.3159865298477,15.2795196541067,21.7695939940032,23.2123803934433,24.0906324714392,0,""
"15","Specimen_001_20191226_004.csv","3","26-DEC-2019","20191226",2514,122419,70981.6796875,83167.7734375,58940.48828125,64881.59765625,77044.796875,52058.30078125,41281.80078125,51516.640625,39205.6015625,35170.80078125,62927.203125,83759.8515625,84429.65625,86693.203125,68700.3984375,62977.3515625,62909,53424.921875,54119.80078125,3,"","Specimen_001_20191226_004.csv","3","26-DEC-2019","20191226",66.3708035003978,4.53934319580702,15.7453497849082,16.9097631434952,16.5266687366395,17.4028035804885,16.936649680472,13.698666151419,11.2732277890691,12.9305757393318,11.8948155128502,12.0832805311135,17.1430404949568,15.8227072729598,15.7960680285252,10.4754290678425,9.18470421443835,9.53868336347604,23.9938837249042,19.5310046955497,17.1380569972476,0,""
"16","Specimen_001_20191227_005.csv","1","27-DEC-2019","20191227",2495,22231.0302734375,34324.050390625,318.09,355.005001831055,348.600006103516,380.100006103516,385.349990844727,333.549996948242,457.519994506836,334.320003662109,292.880004882812,533.800018310547,287.3,326.825012207031,765.425,392.700012207031,368.050018310547,779.16,432.58,315.619997558594,1,"","Specimen_001_20191227_005.csv","1","27-DEC-2019","20191227",69.9297394789579,9.96904754988837,2.31932260496235,20.1598152974455,24.4652087295996,26.8949284279201,29.097603017298,50.7605393080235,22.651993511746,14.4430850289468,14.4053599762084,16.634798957851,48.2081200094858,26.6272189349112,59.6550048053571,28.9838970371342,24.1205101412853,26.6743639786296,9.87160615845134,51.1802730020435,45.8783372538813,0,""
"17","Specimen_001_20191227_005.csv","2","27-DEC-2019","20191227",2559,118220.07109375,72590.41390625,1771.22999023438,1753.29001953125,1545.59997558594,1754.54997558594,1849.74998779297,1437.7999633789,1943.76000976562,1430.80004882812,1218,3535.57507324219,2001.75,1961.80004882812,4338.39995117187,2912.52514648438,1803.70004882813,6916.97998046875,3009.57006835938,1891.57000732422,2,"","Specimen_001_20191227_005.csv","2","27-DEC-2019","20191227",66.5551738960531,3.21471098482504,13.5088144259294,13.7571833684787,15.2331142705273,13.9073122667792,14.7334466393715,17.1484160165385,13.7293099894329,12.3392073497411,12.4858791271886,13.0608482758621,15.9549699681643,11.6897579617835,18.1172850346082,13.1186017443742,10.6441059470635,14.4945036643698,19.9687597038256,21.5644181086393,23.8108847513233,0,""
"18","Specimen_001_20191227_005.csv","3","27-DEC-2019","20191227",2449,118305.31953125,71891.7909375,81031.18421875,57575.67078125,64402.8,75903.0984375,52140.89921875,41363,47627.159296875,36398.88,33000.520703125,60628.8,82379.44921875,82362.025,85040.8046875,69793.92578125,65522.251953125,59754.0903125,49751.430390625,51539.80078125,3,"","Specimen_001_20191227_005.csv","3","27-DEC-2019","20191227",68.3925500204165,2.93441788473837,11.4060333311873,14.7473261237645,12.533932864555,14.6861216266752,14.3107050626207,11.1080536298798,8.9814678183665,10.3490715851714,8.32849469608508,8.66039006302136,13.9976746193383,12.6845568377163,12.2420791863726,6.96554496733783,4.71590769455503,7.08969771630242,21.0766382716091,16.1169383198277,15.2683502317725,0,""
"19","Specimen_001_20191230_006.csv","1","30-DEC-2019","20191230",2464,23424.83984375,36182.21875,336.720001220703,380.880004882812,343,378.699981689453,389.899993896484,322,591.919982910156,443.519989013672,391.440002441406,564.400024414062,304.300018310547,349.350006103516,827.900024414062,409.700012207031,402.050018310547,817.859985351562,442.899993896484,348.300018310547,1,"","Specimen_001_20191230_006.csv","1","30-DEC-2019","20191230",69.7712662337662,8.58108121403579,2.0354090968371,20.2639335465057,22.6246373193247,24.1379584932466,26.2269903856328,44.3447048557233,20.6278256623641,12.1570471571663,11.2722215238244,12.5018597915942,42.6204779212578,29.6089387715928,65.6661787057279,26.4772075019793,21.8647302170197,22.9386858959153,8.76845431781237,59.4928206793562,38.3950584832598,0,""
"20","Specimen_001_20191230_006.csv","2","30-DEC-2019","20191230",2491,124079.984375,75848.25,1854.71997070312,1819.53002929688,1486.09997558594,1686.29992675781,1777.29992675781,1367.79992675781,2439.919921875,1849.68005371094,1586.47998046875,3794.40014648438,2141.15014648438,2065.5,4409.80029296875,2938.4501953125,1926.10009765625,7179.2802734375,3132.97998046875,1928.11999511719,2,"","Specimen_001_20191230_006.csv","2","30-DEC-2019","20191230",69.0864150943396,2.89181200848394,6.69671240148916,7.38121508508751,11.8660270160389,12.454411008063,13.019031834633,16.1224778900799,12.7942688529612,7.11285417962445,7.87163030134987,8.16826793313613,10.5581115352773,8.45204971043255,18.185477518023,11.474828057424,9.56402545486455,12.7455513121179,4.30196815774236,15.3617453041398,20.6875191253219,0,""
"21","Specimen_001_20191230_006.csv","3","30-DEC-2019","20191230",2551.5,123790.44140625,75561.2109375,85097.703125,60524.728515625,62109.599609375,72682.75,50157.099609375,40337.150390625,60169.759765625,47476.240234375,43679.16015625,64699.876953125,88269.953125,87133.078125,87093.9765625,72071.078125,71256.77734375,62143.6015625,51944.431640625,53824.822265625,3,"","Specimen_001_20191230_006.csv","3","30-DEC-2019","20191230",65.9945385067607,2.76931699151474,7.26710785698887,2.36691955414117,3.48057085493303,5.50997980133091,5.74518469338925,6.03818807274876,6.74541089482056,2.40185832714127,3.45269029471362,3.53499674964776,2.85631520170795,2.26054612165415,3.50127535520828,4.18231788641741,4.15736531199995,6.28372709394146,2.90938920231506,3.99705948427686,13.7982353949947,0,""
"22","Specimen_001_20191231 after CST_007.csv","1","31-DEC-2019","20191231 after CST",2532,25201.759765625,33122.07,322.23,332.58,322.320007324219,363.800018310547,353.6,306,506.339996337891,375.839996337891,336.4,756,367.08,449.4,701.4,327.6,341.039978027344,900.24,666.16,293.040008544922,1,"after CST","Specimen_001_20191231 after CST_007.csv","1","31-DEC-2019","20191231 after CST",67.1782938388626,8.07341278911498,2.55845733147113,21.3305350736954,24.2974269272384,24.4725732835614,25.2548777902925,47.7796911343536,21.1111108028238,12.6575005332108,12.6718516063586,13.8988968240238,32.5126227066282,22.6544622425629,46.6567476635514,28.2308024845064,24.2307692307692,25.3694596242859,8.56437941223485,37.399419749537,44.3284071158109,0,"after CST"
"23","Specimen_001_20191231 after CST_007.csv","2","31-DEC-2019","20191231 after CST",2478.5,123029.4,74361.645,2070,1739.145,1509.26002197266,1707.48,1635.4,1233.18,2279.69,1556.71998535156,1343.56999267578,4467.12,2889.6,2453.22,4415.46001953125,2890.02,1708.14,8522.36,3559.6,1960.64,2,"after CST","Specimen_001_20191231 after CST_007.csv","2","31-DEC-2019","20191231 after CST",67.6495259229373,2.62789467268596,9.12762450538178,8.17064625705305,12.6988355485023,12.8514843814974,14.0715033851056,17.249814968815,12.9439587696141,8.24626109446615,8.64381528252892,8.66045046712107,9.9540832523029,7.72149080290424,16.5081106253378,12.5962017896166,9.62350601104529,13.1594172608803,5.95194331147712,15.9885957972806,20.8814497307002,0,"after CST"
"24","Specimen_001_20191231 after CST_007.csv","3","31-DEC-2019","20191231 after CST",2495,123105.3,73863.81,80248.3828125,61807.44,63092.44,74304.96,52781.6,45684.44,60523.58,49501.26,46890.68,67554.48,88197.48,88029.48,92245.4375,79801.68,79269.12,76704.3203125,60758.72,63358.24,3,"after CST","Specimen_001_20191231 after CST_007.csv","3","31-DEC-2019","20191231 after CST",69.4507374749499,2.570905030084,9.0422255228914,2.99461193955143,4.13708720061149,5.77081631333327,5.89077641115748,6.73723145027103,7.67607906762128,3.13687200522197,4.19135135903612,4.40044232244019,3.29894613799117,2.59904427041878,3.95614226655949,4.26837605758958,4.06352339950738,6.77994871142761,4.41657377186933,4.97700927319055,13.5389671331375,0,"after CST"
"25","Specimen_001_20200102_001.csv","1","02-JAN-2020","20200102",2516,24126.6796875,35940.71875,340.170013427734,386.399993896484,350.880004882812,388.959991455078,386.920013427734,331.160003662109,607.839965820312,452.399993896484,395.559997558594,561.119995117188,304.079986572266,349.440002441406,805.559997558594,409.079986572266,394.799987792969,848.320007324219,468.160003662109,352,1,"","Specimen_001_20200102_001.csv","1","02-JAN-2020","20200102",66.8718282988871,9.1319688072236,1.89967053168281,17.9513184675166,21.0490354936657,23.3527135491158,24.7377630950549,46.4850639995993,20.8418901767147,11.3907059931618,11.2820499502065,12.6099719867208,40.8119473317241,23.2044226203028,55.2281726211633,25.4170168571018,21.8685817912226,23.0851069421616,9.02489589984803,48.7781952375343,40.4999993064186,0,""
"26","Specimen_001_20200102_001.csv","2","02-JAN-2020","20200102",2432,127232.68359375,75716.4609375,1884.39001464844,1877.48999023438,1540.20007324219,1746.92004394531,1835.32006835938,1447.71997070312,2522.7099609375,1909.06994628906,1637.33996582031,3765.29992675781,2115.9599609375,2068.49987792969,4457.0400390625,2983.67993164062,1898.39990234375,7472.080078125,3275.35986328125,2013.87994384765,2,"","Specimen_001_20200102_001.csv","2","02-JAN-2020","20200102",70.2700575657895,2.99793729758227,11.2457452103123,11.2132515191014,13.9054399073418,14.5415869369711,14.2805352493637,17.1063983475958,14.2070383003077,10.6035554494233,10.8836035965238,10.7462597128076,14.5157745023178,11.5257959504197,18.4853509514315,13.4489410781727,10.7432674961193,14.2802609503841,19.7440568182858,20.7711138566149,23.3005851517101,0,""
"27","Specimen_001_20200102_001.csv","3","02-JAN-2020","20200102",2558,127224.6171875,75288.65625,86263.109375,61746.71875,64323.2421875,75658.1640625,52222.640625,42504.08203125,62008.37890625,48978.6796875,45032.359375,64622.87890625,87419.640625,87609.4765625,88026.1171875,72575.15625,69732.6015625,64595.51953125,53826.9609375,56386,3,"","Specimen_001_20200102_001.csv","3","02-JAN-2020","20200102",66.9559225957779,3.19218183624669,13.5093157864918,15.7421197258243,14.1565492314875,15.1276029088922,15.2321606743737,12.0236777541111,9.9757222628893,11.2642290876139,10.2038130988436,10.2223965986612,15.4852183403989,13.8300434086162,14.0874520031322,8.59793944322101,6.45774870769742,8.29853661974152,22.7376720872366,17.8966976789484,15.4907949259623,0,""
"28","Specimen_001_20200103_001.csv","1","03-JAN-2020","20200103",2567.5,23469.791015625,34597.980234375,331.200012207031,373.29,342.720001220703,384.200012207031,380.800018310547,330.480005493164,571.299987792969,425.13999206543,372.36,559.020001220703,304.079986572266,335.160001831055,813.9599609375,414.959991455078,395.219985961914,831.6,454.519989013672,347.160000610352,1,"","Specimen_001_20200103_001.csv","1","03-JAN-2020","20200103",65.1098987341772,7.83025204732513,1.80298301598607,19.7938234771204,23.569380769571,23.4168055200735,26.8141595521208,48.0394085574715,20.5761297174606,11.9289331966835,11.734015555334,14.25395052778,43.2006009575058,25.5524863126026,59.9023387529114,26.9371208608327,21.6599172680619,24.5505534884279,9.20634729808315,54.5054580421562,42.4640561225698,0,""
"29","Specimen_001_20200103_001.csv","2","03-JAN-2020","20200103",2427,123479.81015625,73036.4990625,1833.32997802735,1827.80993652344,1523.20007324219,1732.98000732422,1803.70001220703,1426.98004150391,2389.30993652343,1801.47999023438,1549.47,3759.84,2094.96,2062.19997558594,4490.63990234375,3018.53998046875,1916.0399584961,7337.8798828125,3225.64,2026.64000732422,2,"","Specimen_001_20200103_001.csv","2","03-JAN-2020","20200103",71.4264627111661,2.81283456518008,11.3522834748587,11.9464149507187,15.0402492498473,14.2503614222409,14.0319439624561,16.7632278638124,13.4818298067964,10.9893931877048,10.9270166153425,10.6915333066445,13.5816857303415,10.9145179129315,17.8657448406528,12.7723920702411,10.0459145092761,13.8891794941998,18.1496754240657,19.0406887164314,23.2613147729494,0,""
"30","Specimen_001_20200103_001.csv","3","03-JAN-2020","20200103",2518.5,123427.1171875,72776.37109375,83748.0625,60112.7996875,63618.081015625,74775.181875,51180.199609375,42025.019375,58539.39828125,46003.2796875,42412.208984375,64202.458984375,86452.3784375,86411.63671875,87822,72733.49703125,70265.58,63480.999296875,52799.119140625,56347.720703125,3,"","Specimen_001_20200103_001.csv","3","03-JAN-2020","20200103",67.6093666865198,2.62357485974612,11.5858276297289,14.8557206779224,12.8615680209309,14.1111733034888,13.974237565044,10.3019919940505,9.0854132958386,10.5414479190536,9.66696096210736,9.52137153387297,14.913310682567,13.7525871907855,13.7008807779298,8.17072695429034,6.09307517290955,7.51026158891558,21.9581370918848,16.4342068002067,15.0255040595343,0,""
"31","Specimen_001_20200106_001.csv","1","06-JAN-2020","20200106",2381,27009.6796875,27391.619140625,220.110000610352,149.039993286133,133.960006713867,168.639999389648,170,93.8400039672852,335.239990234375,62.0599975585938,73.6599960327148,423.359985351562,202.439987182617,225.959991455078,340.199981689453,158.759994506836,133.559997558594,250.800003051758,359.040008544922,110.879997253418,1,"","Specimen_001_20200106_001.csv","1","06-JAN-2020","20200106",71.6531373372533,40.0696593434096,65.7323307217594,94.4013450659608,140.342735269109,153.807099573845,137.354959253948,160.80000260297,195.28984299497,96.3910573817922,397.196270392588,305.905526241297,117.956349935773,111.825729509079,157.353388260294,131.797681994597,122.48677494679,155.031449331931,192.807008900778,133.769748869382,179.47643287815,0,""
"32","Specimen_001_20200106_001.csv","2","06-JAN-2020","20200106",2459,136107.984375,78887.703125,2255.61010742188,1863.68994140625,1622.47998046875,1818.32006835938,1714.28002929688,1308.32006835938,2695.83984375,1872.81994628906,1623.419921875,4473.83984375,2888.76000976562,2466.23999023438,4298.27978515625,2846.76000976562,1723.67993164062,8594.9599609375,3543.76000976562,1912.23999023438,2,"","Specimen_001_20200106_001.csv","2","06-JAN-2020","20200106",70.8471329808866,4.29411601610899,12.1093877055855,12.0878201021996,16.6161288692706,16.9123123900978,17.3720165513782,22.5793799869575,17.4871329824762,12.9997025147255,12.7473254260929,13.3827569159795,15.5995027287539,12.4419007009674,23.8939994628637,17.2255736630195,14.4571390927307,17.7948722846528,9.79367284083533,22.5002044609526,29.0212137858304,0,""
"33","Specimen_001_20200106_001.csv","3","06-JAN-2020","20200106",2727.5,135897.1875,78859.41015625,88344.49609375,67505.4609375,68048.62109375,79315.203125,56378.4609375,48643.4609375,72484.046875,59890.5078125,56660.19921875,68737.19921875,89226.4765625,90010.19921875,92386.9765625,80354.39453125,81805.5,78461.23828125,61753.55859375,64449.87890625,3,"","Specimen_001_20200106_001.csv","3","06-JAN-2020","20200106",60.2599230064161,3.50274101745116,15.2773282125048,15.962175444132,14.0909272632342,15.4078998001602,15.6661690465436,12.6908468638913,11.2241004178523,11.518452631495,10.7315842256409,10.8418783139841,15.8625436849805,15.0125393129264,14.9522359979084,10.308000105788,8.80146028494377,8.72106132457479,21.2678330651625,18.2278570212711,15.4770963777024,0,""
"34","Specimen_001_20200107_001.csv","1","07-JAN-2020","20200107",2534,25437.6696875,33338.548828125,327.600006103516,334.949996948243,342.299987792969,380.799987792969,378.349990844727,331.100006103516,500.744999389648,367.08,328.320007324219,763.679992675781,363.78,448.059998779297,693.160034179688,329.38,341.420013427734,898.010009765625,649.255,283.019994506836,1,"","Specimen_001_20200107_001.csv","1","07-JAN-2020","20200107",67.2452486187845,7.07860947203694,2.86420497820155,20.2451477931068,25.1828628877865,25.7668709676989,26.8382391575642,46.4151047849524,20.4016918775406,13.4888983840456,12.7132967769859,14.4745936399406,33.1075023903278,23.8770687257,50.8394719459721,30.3349851702963,24.5100931501959,24.5591943247068,8.80809258259839,42.2719174573447,46.5011491598492,0,""
