"","filename_median","cluster_median","date_median","tubename_median","X_median","FSC.A_median","SSC.A_median","FITC.A_median","PerCP.A_median","PE.A_median","PE.CF594.A_median","PE.Cy5.A_median","PE.Cy7.A_median","APC.A_median","Alexa.Fluor.700.A_median","APC.Cy7.A_median","BV421.A_median","BV510.A_median","BV605.A_median","BV650.A_median","BV711.A_median","BV786.A_median","BUV.395.A_median","BUV661.A_median","BUV737.A_median","pred.flexclust_median","event_median","filename_rCV","cluster_rCV","date_rCV","tubename_rCV","X_rCV","FSC.A_rCV","SSC.A_rCV","FITC.A_rCV","PerCP.A_rCV","PE.A_rCV","PE.CF594.A_rCV","PE.Cy5.A_rCV","PE.Cy7.A_rCV","APC.A_rCV","Alexa.Fluor.700.A_rCV","APC.Cy7.A_rCV","BV421.A_rCV","BV510.A_rCV","BV605.A_rCV","BV650.A_rCV","BV711.A_rCV","BV786.A_rCV","BUV.395.A_rCV","BUV661.A_rCV","BUV737.A_rCV","pred.flexclust_rCV","event_rCV"
"146","Specimen_001_20191217 after CST_001.csv","2","17-DEC-2019","20191217 after CST",2527.5,151511.875,52300.875,1764.67498779297,2429.15991210938,2903.94006347657,1918.28002929688,3163.70007324219,2679.19995117188,4360.80004882812,739.200012207031,3200,3277.94995117188,1662.14001464844,1252.13995361328,4104.919921875,3596.93005371093,1604.73999023438,9281.8896484375,1552.89990234375,1531.69995117188,2,"after CST","Specimen_001_20191217 after CST_001.csv","2","17-DEC-2019","20191217 after CST",67.2607952522255,1.62887650101683,9.94571361885675,17.7217766805183,31.0590545857072,13.113997405616,20.1617329732637,19.4790420044643,16.7579316613089,11.6097130141205,14.0967688280284,19.0819754997254,21.6389392907286,13.6901816806991,49.607617596165,17.9792552066904,15.5936759296317,31.2723575102141,7.89194414105509,41.826220502948,40.3125675610624,0,"after CST"
"147","Specimen_001_20191217 after CST_001.csv","3","17-DEC-2019","20191217 after CST",2487,151371.46875,52059.5390625,79838.640625,70606.53125,84474.359375,83230.640625,87164.4375,79123.4375,73160.8046875,19164,87400,46875.30078125,65668.0625,48892.5,69671.296875,74848.78125,72371.5625,73549.15625,31514.857421875,39505.13671875,3,"after CST","Specimen_001_20191217 after CST_001.csv","3","17-DEC-2019","20191217 after CST",68.803176517893,1.63992105926501,14.4986014660798,13.8833146367685,12.492413370045,13.6350737437155,14.7768289679225,11.361630755734,7.90936874740813,10.9822948015945,9.01270348619158,8.66580530427637,13.5800605362782,11.7789115523242,10.4529715383239,6.71986244335286,5.90306006569078,7.93918850852157,20.0952335130459,15.2897171020588,16.7811294120672,0,"after CST"
"148","Specimen_001_20191219_001.csv","1","19-DEC-2019","20191219",2457,26416.259765625,24630.12109375,293.880004882812,383.160003662109,789.47998046875,389.640014648438,588.200012207031,586.160034179688,1179.20007324219,162.400009155273,709.600036621094,528.900024414062,244.360000610352,207.459991455078,358.339996337891,359.980010986328,239.440002441406,1373.75988769531,203.519989013672,224.719985961914,1,"","Specimen_001_20191219_001.csv","1","19-DEC-2019","20191219",69.326625966626,6.02783720741952,4.80464542827467,59.6857292899379,98.9161406605787,33.4470891959236,60.3339944660457,70.9742899353007,53.227457263887,23.4152901224604,46.3580754493991,60.1706621946403,114.717453734483,65.6040256826725,234.584985339176,92.1297263475779,69.0935513671151,110.27397198518,22.9882429883273,197.50719015967,149.292447625487,0,""
"149","Specimen_001_20191219_001.csv","2","19-DEC-2019","20191219",2502,151280.21875,53299.23046875,1744.68005371094,2326.86010742188,2892.71997070312,1910.11999511719,3138.19995117188,2711.15991210938,4469.60009765625,739.200012207031,3236.80004882812,3295.580078125,1682.64001464844,1235.73999023438,3993.39990234375,3544.85986328125,1608.02001953125,9679.919921875,1556.07995605469,1560.31994628906,2,"","Specimen_001_20191219_001.csv","2","19-DEC-2019","20191219",68.8490647482014,1.656319078399,11.2024321953523,18.52093386291,31.5849119724129,13.7706111221251,21.1644388662029,20.3826639008495,17.3677625268677,12.0628694257353,13.9232595737134,19.6639539987116,22.1187510882534,14.164272047383,51.3803475182012,18.2371833083226,15.7461744310128,31.2571471627357,13.8002706048827,40.7427542691624,41.2434500296157,0,""
"150","Specimen_001_20191219_001.csv","3","19-DEC-2019","20191219",2565.5,151279.4296875,53141.595703125,79416.421875,67327.81640625,83808.30078125,83031.73828125,86121.3203125,76188.22265625,74071.6015625,18711.201171875,85215.203125,47391.490234375,66121.51953125,49222.55078125,69449.078125,73221.8984375,69734.03125,76526.1640625,32008.818359375,39668.90625,3,"","Specimen_001_20191219_001.csv","3","19-DEC-2019","20191219",65.8889690118885,1.55180001649473,13.1793062953827,15.7753731935362,14.7577872354486,16.1896210520428,16.0383911343201,13.0168904372638,10.6216558830836,12.0847558422409,12.4851453789534,12.6636936186196,14.9670234115821,12.7813611408776,12.8178834305097,7.44619941296918,6.37956950581403,8.3729930539093,22.305031469527,16.475210722265,17.859979542581,0,""
"151","Specimen_001_20191220_001.csv","1","20-DEC-2019","20191220",2458.5,28040.21875,21376.98046875,292.950012207031,332.475006103516,693.940032958984,376.380004882812,578.679992675781,537.880004882812,1014.40002441406,144,642.400024414062,658.869995117188,289.459991455078,284.540008544922,254.199996948242,276.339996337891,215.660003662109,1391.77990722656,138.329986572266,158.999984741211,1,"","Specimen_001_20191220_001.csv","1","20-DEC-2019","20191220",68.5746979865772,4.31099699810373,2.37157584814419,56.9841263805832,104.827888728365,26.9965684987313,54.1336696150721,65.6156957221336,35.4146443846591,18.159282366111,30.0000005298191,45.7982193193364,83.6203557626866,49.328568659545,171.795336062834,108.309584376666,69.4747331550618,113.167241887427,16.4226846677807,288.321618413532,194.000003646755,0,""
"152","Specimen_001_20191220_001.csv","2","20-DEC-2019","20191220",2575,149137.546875,48869.640625,1900.92004394531,2220.84008789062,2682.60009765625,1814.23999023438,2814.52001953125,2315.39990234375,4108.80029296875,618.400024414062,2747.19995117188,3711.32006835938,2191.0400390625,1448.93994140625,4187.73974609375,3608,1464.52001953125,10589.3994140625,1503.07995605469,1449.01989746094,2,"","Specimen_001_20191220_001.csv","2","20-DEC-2019","20191220",66.4302485436893,1.47401228396227,11.685757414416,16.3018827251172,31.7916321332865,13.8449720657122,21.2587786361342,21.5237583362436,18.4148695148756,12.7695093503453,15.3945630548213,21.4036113297532,20.4543335999506,11.770207253886,43.2013801753978,17.5445441498161,14.7470090838176,32.0106656471083,14.6667590073174,45.3269962433093,46.1479204163037,0,""
"153","Specimen_001_20191220_001.csv","3","20-DEC-2019","20191220",2436,148912.140625,48546.9296875,71905.7421875,69067.3828125,78253.71875,78496.484375,86625.8828125,86798.6015625,73200,20088,96638.3984375,49038.4609375,64980.8984375,48844.94140625,75779.4765625,82240.2578125,84625.640625,88687.015625,33386.81640625,44692.77734375,3,"","Specimen_001_20191220_001.csv","3","20-DEC-2019","20191220",71.0438752052545,1.50812875083536,12.2225132406513,15.4862293812375,13.3311098983387,15.1818633928739,16.2305783788088,13.11606485071,10.8151719619259,11.5628647551657,12.2925577225831,12.1881582776968,14.7849354405017,12.8359693323339,12.1533493824727,7.42725074184726,6.38715132956953,7.92221508939833,20.3391321746119,16.3510718963616,19.4192579198034,0,""
"154","Specimen_001_20191223_001.csv","1","23-DEC-2019","20191223",2503.5,28810.0791015625,22386.4951171875,265.980010986328,310.619995117188,699.720031738281,342.380004882812,507.279998779297,484.160003662109,981.600036621094,137.600006103516,603.600006103516,600.239990234375,281.260009765625,227.139991760254,240.259994506836,252.970001220703,195.979995727539,1393.89990234375,120.309993743896,139.389991760254,1,"","Specimen_001_20191223_001.csv","1","23-DEC-2019","20191223",69.3689115238666,6.88139643342457,10.4461901879058,71.5561841691533,123.166691205139,39.7546497465635,69.6127100746334,86.9137764645751,54.3472043730979,29.0853067479724,43.6922656291411,58.8868664816787,96.1168518393653,59.0598653227186,213.926119747372,124.360662381168,87.5446820915731,122.866400768039,27.0133869504821,329.648193673373,226.730570563694,0,""
"155","Specimen_001_20191223_001.csv","2","23-DEC-2019","20191223",2501,152414.328125,51616.859375,1972.53002929688,2368.7099609375,2795.47998046875,1845.52001953125,2897.47998046875,2291.60009765625,4161.60009765625,628,2731.19995117188,3811.35986328125,2250.080078125,1446.47998046875,4206.60009765625,3623.580078125,1471.07995605469,10825.779296875,1499.89990234375,1500.9599609375,2,"","Specimen_001_20191223_001.csv","2","23-DEC-2019","20191223",67.5137984806078,1.85544191578117,14.1455022212946,16.9371979624192,30.8933980249501,14.7206352426481,21.7285794543108,20.8865482759719,17.9892544623633,12.9798865282319,16.2086501909973,21.1467949453807,21.0510231127008,12.7628904103673,48.9512504426323,17.8784658687746,15.0653527014623,33.0651902795158,17.2925167600341,43.8869293035505,42.6889694079244,0,""
"156","Specimen_001_20191223_001.csv","3","23-DEC-2019","20191223",2494,152162.390625,51215.1015625,74459.5234375,74742.2421875,80588.84375,80029.8828125,89512.484375,88586.3203125,74701.6015625,20952,100092.8046875,49681.33984375,66430.65625,49494.37890625,75466.2421875,83783.5,86460.796875,90298.21875,33516.13671875,45888.45703125,3,"","Specimen_001_20191223_001.csv","3","23-DEC-2019","20191223",67.4718524458701,1.76900573225993,12.228337201567,14.8605172294217,11.9669099060971,14.2141388560684,14.2308523739912,10.9431965338634,9.45561294955158,10.4636975048121,11.4352739259677,11.4126181647516,13.4748992858627,11.7732803637816,10.5421336182352,6.58976681523268,5.14952992310538,6.7481677226908,18.8190996984644,15.7021609903159,16.9211200290787,0,""
"157","Specimen_001_20191224_001.csv","1","24-DEC-2019","20191224",2475.5,28682.01953125,22515.2197265625,289.25,335.974990844727,713.699951171875,368.224990844726,542.099975585938,527.149963378906,1041.68994140625,145.080001831055,651.689971923828,691.25,303.360015869141,255.170013427734,262.279998779297,279.660003662109,226.730010986328,1374.02001953125,140.595001220703,170.464996337891,1,"","Specimen_001_20191224_001.csv","1","24-DEC-2019","20191224",69.2085841244193,5.20305261918909,2.17992396289228,56.3076932572453,99.9077344104994,27.4728328896305,53.336572594315,70.1230050536965,34.7289410891734,18.519346235506,30.1075240827083,48.0732107233967,83.2346721561703,45.527563983948,193.134929058027,102.15412786647,75.0920476529697,108.937871886108,16.7916018270124,284.837635793399,182.069996248521,0,""
"158","Specimen_001_20191224_001.csv","2","24-DEC-2019","20191224",2504,151560.71875,51347.66015625,1933.96997070312,2218.77001953125,2709.84985351562,1803.09997558594,2726.75,2254.19995117188,4203.419921875,613.079956054688,2708.93994140625,3726.43017578125,2223.06005859375,1440.96008300781,4109.580078125,3543.15014648438,1470.97998046875,10407.1201171875,1524.39990234375,1438.90991210938,2,"","Specimen_001_20191224_001.csv","2","24-DEC-2019","20191224",67.4845926517572,1.46321542232558,10.6186715352855,17.1336513002962,30.7549629190185,13.8620069579429,20.8837130328729,19.9598138980056,18.0950268850364,11.4609083180038,14.9890855497753,21.2479854373964,20.0299790322744,11.7105725838033,43.0889582259752,16.7862625659129,14.3618370586456,32.325839153121,10.2652334400342,42.6500859969551,42.7211317538418,0,""
"159","Specimen_001_20191224_001.csv","3","24-DEC-2019","20191224",2515,151540.203125,51084.21875,73223.859375,68872.6484375,78424.4453125,78289.8984375,83373.546875,78313.296875,73004.09375,19152.8984375,89559.59375,48961.04296875,65416.7421875,48222.390625,75227.75,79067.1484375,77493.46875,87122.546875,32872.44921875,42512.21875,3,"","Specimen_001_20191224_001.csv","3","24-DEC-2019","20191224",68.5495188866799,1.46811507631072,12.641484331175,15.4150429494143,13.9218717704631,14.6935796724734,15.1516362832968,11.8100760779751,10.0152481638754,11.4580201613266,11.843427641908,12.2782930543455,14.5200545339499,12.8472378923209,12.4364374805791,7.39369104984532,6.12323513686695,7.48242483539945,19.940624198888,15.5610403231144,17.8909109981983,0,""
"160","Specimen_001_20191224_reset voltages_001.csv","1","24-DEC-2019","20191224_reset voltages",2543,28551.6796875,23382.080078125,388.040008544922,450.339996337891,920.399963378906,458.899993896484,628.549987792969,605.799987792969,1400.88000488281,697.319946289062,640.380004882812,1388.82006835938,459.779998779297,589.340026855469,346.02001953125,339.700012207031,242.530014038086,1558.39001464844,389.339996337891,362.559997558594,1,"voltages","Specimen_001_20191224_reset voltages_001.csv","1","24-DEC-2019","20191224_reset voltages",67.7003539127015,5.40943122599781,3.29751103129274,61.4678876895896,104.093873794391,28.1502465743487,57.9050985354024,71.1072865495527,40.7406127086522,21.8495272833962,31.6222046667408,55.9945156355528,83.055029014572,46.2199301994528,161.839476751514,103.517122462486,74.6069738435528,114.235335413606,18.5062803087275,298.705679182291,188.893455449942,0,"voltages"
"161","Specimen_001_20191224_reset voltages_001.csv","2","24-DEC-2019","20191224_reset voltages",2458,147890.6796875,53553.5234375,2585.89489746094,2938.78002929688,3608.7998046875,2302.62487792969,3292.89990234375,2720.57495117188,5757.9599609375,3087.23999023438,2820.08996582032,7598.22021484375,3342.48999023438,3050.19006347657,5605.05029296875,4397.93017578125,1721.01501464844,12039.669921875,4636.544921875,3318.14489746094,2,"voltages","Specimen_001_20191224_reset voltages_001.csv","2","24-DEC-2019","20191224_reset voltages",68.6833807973963,1.88223109214909,12.4239955489186,16.951427235088,31.4448419480276,13.4824852279624,20.1142540612219,19.9795929341049,18.0299224994895,12.9668613791438,15.6969392368806,22.1875239398433,21.5055487044503,11.2300283879607,42.8719259608046,18.1096517070133,14.8938839082349,34.5235293173662,13.0138583411836,39.8237517381654,41.2939643538614,0,"voltages"
"162","Specimen_001_20191224_reset voltages_001.csv","3","24-DEC-2019","20191224_reset voltages",2490,147935.515625,53268.27734375,97389.140625,92538.640625,102142.9453125,100179.9453125,101163.3984375,101907.6484375,100725.296875,100868.0390625,101279.09375,100024.2734375,99067.5859375,99317.2265625,100672.859375,100728.953125,101307.234375,101378.7734375,98873.8203125,101070.8046875,3,"voltages","Specimen_001_20191224_reset voltages_001.csv","3","24-DEC-2019","20191224_reset voltages",67.3350040160642,1.95162546434664,16.6179656014489,16.2453033649638,15.5001370829382,15.9916902514912,16.1005804929302,13.1659686143588,10.8951296988488,12.0320554434951,12.492982076133,12.5621903798631,14.7621288910575,12.8119772746683,12.3816358802936,7.36266766132816,5.98129396913406,7.40081619140291,20.3131076301645,15.1465766903508,17.2010066396059,0,"voltages"
"163","Specimen_001_20191224_reset voltages_002.csv","1","27-JAN-2020","20191224_reset voltages",2543,28551.6796875,23382.080078125,388.040008544922,450.339996337891,920.399963378906,458.899993896484,628.549987792969,605.799987792969,1400.88000488281,697.319946289062,640.380004882812,1388.82006835938,459.779998779297,589.340026855469,346.02001953125,339.700012207031,242.530014038086,1558.39001464844,389.339996337891,362.559997558594,1,"voltages","Specimen_001_20191224_reset voltages_002.csv","1","27-JAN-2020","20191224_reset voltages",67.7003539127015,5.40943122599781,3.29751103129274,61.4678876895896,104.093873794391,28.1502465743487,57.9050985354024,71.1072865495527,40.7406127086522,21.8495272833962,31.6222046667408,55.9945156355528,83.055029014572,46.2199301994528,161.839476751514,103.517122462486,74.6069738435528,114.235335413606,18.5062803087275,298.705679182291,188.893455449942,0,"voltages"
"164","Specimen_001_20191224_reset voltages_002.csv","2","27-JAN-2020","20191224_reset voltages",2458,147890.6796875,53553.5234375,2585.89489746094,2938.78002929688,3608.7998046875,2302.62487792969,3292.89990234375,2720.57495117188,5757.9599609375,3087.23999023438,2820.08996582032,7598.22021484375,3342.48999023438,3050.19006347657,5605.05029296875,4397.93017578125,1721.01501464844,12039.669921875,4636.544921875,3318.14489746094,2,"voltages","Specimen_001_20191224_reset voltages_002.csv","2","27-JAN-2020","20191224_reset voltages",68.6833807973963,1.88223109214909,12.4239955489186,16.951427235088,31.4448419480276,13.4824852279624,20.1142540612219,19.9795929341049,18.0299224994895,12.9668613791438,15.6969392368806,22.1875239398433,21.5055487044503,11.2300283879607,42.8719259608046,18.1096517070133,14.8938839082349,34.5235293173662,13.0138583411836,39.8237517381654,41.2939643538614,0,"voltages"
"165","Specimen_001_20191224_reset voltages_002.csv","3","27-JAN-2020","20191224_reset voltages",2490,147935.515625,53268.27734375,97389.140625,92538.640625,102142.9453125,100179.9453125,101163.3984375,101907.6484375,100725.296875,100868.0390625,101279.09375,100024.2734375,99067.5859375,99317.2265625,100672.859375,100728.953125,101307.234375,101378.7734375,98873.8203125,101070.8046875,3,"voltages","Specimen_001_20191224_reset voltages_002.csv","3","27-JAN-2020","20191224_reset voltages",67.3350040160642,1.95162546434664,16.6179656014489,16.2453033649638,15.5001370829382,15.9916902514912,16.1005804929302,13.1659686143588,10.8951296988488,12.0320554434951,12.492982076133,12.5621903798631,14.7621288910575,12.8119772746683,12.3816358802936,7.36266766132816,5.98129396913406,7.40081619140291,20.3131076301645,15.1465766903508,17.2010066396059,0,"voltages"
"166","Specimen_001_20191226_001.csv","1","26-DEC-2019","20191226",2424,28372.3203125,22954.87890625,392.489990234375,453.009979248047,878.149963378906,436.799987792969,547.299987792969,558.349975585938,1451.57995605469,667.679992675781,631.799987792969,1401.46008300781,458.990020751953,609.880004882812,309.680023193359,310.470001220703,237,1456.419921875,506.759979248047,319.299987792969,1,"","Specimen_001_20191226_001.csv","1","26-DEC-2019","20191226",70.8622524752475,4.154651226699,7.89550160139226,60.3462114201322,109.295365301173,33.8129824767964,63.7093426493926,82.6009465244807,48.7559279038514,23.77753715455,39.0335019999965,58.8428127716115,79.2916521191411,49.9139405532579,179.614875310665,115.88101401231,84.0966909458032,125.1666749077,23.7006204094345,233.626057219197,216.109743145778,0,""
"167","Specimen_001_20191226_001.csv","2","26-DEC-2019","20191226",2514,148834.59375,52599.890625,2597.90991210938,3040.23999023438,3441.09985351562,2233.39990234375,3029,2462.19995117188,5934.23974609375,2910.9599609375,2707.3798828125,7617.18017578125,3346.44018554688,2995.68017578125,5364.10009765625,4297.60009765625,1639.25,11579.259765625,4369.259765625,3151.7998046875,2,"","Specimen_001_20191226_001.csv","2","26-DEC-2019","20191226",67.2112092283214,1.44440599852143,13.9698922570835,17.4339376728157,31.9813533702358,14.7743838047442,21.6761712519647,21.5313873780669,19.175807596123,12.489127854168,16.4573878673775,21.7625915908379,19.9096639926256,12.516285946638,44.9207982066625,18.4754475668637,15.7013945498969,32.6348315924893,16.7596657851179,44.2784808438393,43.8883338040362,0,""
"168","Specimen_001_20191226_001.csv","3","26-DEC-2019","20191226",2565,148724.015625,52190.93359375,98874.1015625,91843.10546875,98991.09765625,96790.84375,88670.39453125,75987.921875,98513.609375,82965.0859375,78990.984375,98976.33984375,99589.375,99376.47265625,99686.94140625,92832.11328125,77594.98828125,98176.5078125,94188.86328125,85471.97265625,3,"","Specimen_001_20191226_001.csv","3","26-DEC-2019","20191226",66.8551325536062,1.39739482747879,9.93284464817024,3.29196062582743,8.61053190956809,7.2089121397872,6.53979919289563,6.35458616511703,7.40271565670285,3.45020523814047,5.16854770187121,6.57380805226388,5.03089900036479,3.72162251518736,7.61509609311215,6.22883583791242,5.38148477503975,7.39843190933774,5.57488683846131,15.3643114853721,16.6338510622886,0,""
"169","Specimen_001_20191227_001.csv","1","27-DEC-2019","20191227",2509,26298.279296875,23635.73046875,400.5,582.950012207031,958.749938964844,501.149993896484,696.799987792969,676,1634.09997558594,828.359985351562,758.940002441406,986.710021972656,369.720001220703,465.309997558594,513.5,468.470001220703,311.260009765625,1465.68994140625,577.829956054688,494.399993896484,1,"","Specimen_001_20191227_001.csv","1","27-DEC-2019","20191227",68.2129932243922,3.77558185952488,2.16885789473597,53.2213349188759,80.608850327812,23.7624402706898,46.6277573376615,58.6279808355911,32.2111515925481,16.4670154895061,23.0222215836457,41.4178782486399,106.644680765468,51.8153836261456,200.763329454608,74.1520012399587,53.625634127156,91.9979739381892,16.5144101757215,191.346890146428,140.207499139378,0,""
"170","Specimen_001_20191227_001.csv","2","27-DEC-2019","20191227",2542.5,148760.5,51142.513671875,2319.33984375,3209.33996582032,3416.72485351563,2301.64990234375,3481.72485351562,3103.42492675781,6101.5498046875,3608.66979980468,3279.89990234375,6734.75024414062,2479.02001953125,2617.27001953125,5162.65014648438,4225.31494140625,1865.98010253906,10293.3046875,4264.19995117188,3233.169921875,2,"","Specimen_001_20191227_001.csv","2","27-DEC-2019","20191227",67.9982635201573,1.69480658035484,12.9125574754401,17.6361125436526,30.4139343300858,14.8068764053775,21.368591707683,19.6351841829671,17.3789693637603,11.9415716145856,15.1236164962966,19.2873322003027,22.6251175077723,13.8983215039177,47.8447651335714,18.4957026252689,14.6556196168116,30.2368386758855,16.6125933631768,42.5787154559934,41.9185568698452,0,""
"171","Specimen_001_20191227_001.csv","3","27-DEC-2019","20191227",2471,148820.921875,50908,104661.328125,92735.328125,99617.6953125,99327.1484375,97204.8984375,96477.546875,100789.2578125,97130.2734375,94419.7734375,93937.3203125,96755.25,97129.7109375,87795.0703125,88310.15625,86304.34375,82009.625,87501.5859375,85130.53125,3,"","Specimen_001_20191227_001.csv","3","27-DEC-2019","20191227",68.000748684743,1.62503795616775,11.7099583815719,10.0154323446533,10.5117003001317,10.1965945746492,9.33379632960053,9.30514085380374,8.01698078876189,8.12992204960457,8.32419564011767,8.61784721751626,11.4916449831865,10.450494048611,9.59532932323182,6.76129925699665,6.00999366579084,7.42177033112108,17.5728376090002,15.4688529234693,17.0703431412496,0,""
"172","Specimen_001_20191230_001.csv","1","30-DEC-2019","20191230",2424,26549.080078125,24279.64453125,409.399993896484,552.244995117188,1053.64990234375,523.25,727.674987792969,690.299987792969,1606.01989746094,836.549957275391,769.079956054688,1038.06005859375,376.040008544922,433.315017700195,489.800018310547,460.175003051758,310.075012207031,1500.19494628906,522.724975585938,457.83497619629,1,"","Specimen_001_20191230_001.csv","1","30-DEC-2019","20191230",69.5806332508251,3.32154610575681,2.07390650507941,57.5197107946952,91.3411706990304,25.9267113297227,52.4786634570768,61.6061856536954,34.904077227644,16.2390763359447,24.7806025174529,43.5690351850936,109.343375239878,60.1030785137801,246.829998968932,82.0010457588731,58.9774976166381,95.1823307376785,17.1768839075846,214.482201520003,162.450097397828,0,""
"173","Specimen_001_20191230_001.csv","2","30-DEC-2019","20191230",2514,150082.515625,52542.9296875,2350.48999023438,3268.96997070312,3751.14990234375,2409.5498046875,3589.94995117188,3131.0498046875,6027.83984375,3623.8798828125,3329.03979492188,6736.330078125,2562.76000976562,2539.06005859375,5130.26025390625,4245.4599609375,1861.23999023438,10436.9892578125,4294.06982421875,3184.76000976562,2,"","Specimen_001_20191230_001.csv","2","30-DEC-2019","20191230",67.6366587112172,1.61505658397708,8.19307648582,16.9137751904495,28.6299601253233,12.3749220362766,19.0850273204886,18.3411554187563,16.0844743286044,10.8066602327611,13.2322695833007,18.6828854480798,22.3214458070612,13.3904306127476,53.257401216732,17.996500451661,15.1076615483774,32.1095116124988,8.06145945577239,45.8042282694782,43.6581510944956,0,""
"174","Specimen_001_20191230_001.csv","3","30-DEC-2019","20191230",2564,149962.4375,52359.58984375,106122.7109375,96048.796875,108039.7421875,104424.4453125,100045.3984375,95542.84375,100582.5546875,96332.3359375,94014.953125,95559.984375,100523.5546875,100190.9609375,87613.375,88305.4140625,85613.8828125,82660.5859375,88346.1875,83804.9140625,3,"","Specimen_001_20191230_001.csv","3","30-DEC-2019","20191230",67.0438767550702,1.52545582247887,11.8224051303878,15.7263400852212,13.7477300681962,15.4416135497593,15.7046414389471,12.2473274359586,10.0605666028101,12.0679196123644,11.6483354377291,11.6607220892554,14.2999176973102,12.7689974325825,11.6934908829959,7.22888584897854,6.2278352836697,7.83349541642131,22.1559620265667,17.1079944911318,18.2600885948943,0,""
"175","Specimen_001_20191231_001.csv","1","12-FEB-2020","20191231",2524.5,28631.2939453125,21344.4599609375,405.720001220703,518.880004882812,962.280029296875,489.060028076172,696.300048828125,664.2900390625,1395.14001464844,712.975006103516,688.090026855469,1389.9599609375,471.420013427734,574.695007324219,366.524993896484,347.894989013672,282.690002441406,1632.74987792969,347.549987792969,343.874984741211,1,"","Specimen_001_20191231_001.csv","1","12-FEB-2020","20191231",70.4481857793623,3.44511233252651,2.5751635420985,58.5033994545018,96.3165467922375,26.352900771699,51.4996786160248,63.8708916319258,33.1185249422349,19.9667429681213,28.4335363695179,48.1759607730122,79.6817013137516,47.7191241775121,182.743235860234,102.370233340897,68.7894332352791,94.3661730745908,16.8633637833148,326.590279335731,198.423807469062,0,""
"176","Specimen_001_20191231_001.csv","2","12-FEB-2020","20191231",2431,150623.546875,48940.3203125,2678.1201171875,3216.32006835938,3684.1201171875,2388.5400390625,3410.22021484375,2880.240234375,5689.580078125,3074.68017578125,2825.830078125,7770.330078125,3455.4599609375,3077.18994140625,5564.7001953125,4371.56982421875,1756.89001464844,12074.9990234375,4317.599609375,3162.59985351562,2,"","Specimen_001_20191231_001.csv","2","12-FEB-2020","20191231",68.8385438091321,1.59821471306725,12.4735395158421,16.300000765754,29.4259884832656,13.6776429017699,19.8121037955899,19.6264657192141,18.0737729862961,12.3366569918625,15.3905425567478,20.5335752077825,20.4182806368073,12.2120239856196,47.7549762281055,17.3687397786655,15.8558365682915,31.9729357135545,11.855729753472,43.7316761237051,42.413447190364,0,""
"177","Specimen_001_20191231_001.csv","3","12-FEB-2020","20191231",2528,150586.59375,48718.6015625,100750.125,102741,107246.046875,104004.125,104798.765625,109034.640625,101347.5234375,102138.3125,102077.484375,102351.6015625,101560.2265625,101164.953125,99573.296875,101186.8203125,102085.109375,100986.8984375,94837.046875,97985.9921875,3,"","Specimen_001_20191231_001.csv","3","12-FEB-2020","20191231",66.6540981012658,1.50512741319312,15.3053501638315,14.2452438923773,11.8548323781098,13.5296266987988,14.3335471745111,11.7626369317029,9.14089159308176,11.3425604288709,10.4490717733857,10.7976846548402,13.1880029387059,11.8399378339931,10.9358133683896,6.79999079980499,5.5435570807185,6.82491519254691,18.9348725782266,16.2167504985114,17.3400715799062,0,""
"178","Specimen_001_20200102_001.csv","1","02-JAN-2020","20200102",2535,28306.740234375,23259.439453125,401.119995117188,496.800018310547,953.0400390625,473.880004882812,656.0400390625,636.900024414062,1459.13000488281,721.27001953125,665.179992675781,1298.43005371094,477.899993896484,544.320007324219,346.679992675781,338.579986572266,252.720001220703,1629.59997558594,313.949981689453,353.849975585938,1,"","Specimen_001_20200102_001.csv","1","02-JAN-2020","20200102",67.8946114398422,5.23455819413041,2.43109023696948,58.2355764773011,103.357106833802,27.1210824082165,55.41881909667,64.0974232813509,34.0740088538827,18.2628155949628,25.9927920661661,48.8496691931746,80.9927741867125,44.6452744861103,199.456799436519,105.213603295904,71.2918657915133,109.71609268289,16.1726799055828,367.885650662119,205.37935049775,0,""
"179","Specimen_001_20200102_001.csv","2","02-JAN-2020","20200102",2428.5,148601.140625,53124.482421875,2643.6201171875,3332.23999023438,3632.97021484375,2347.6201171875,3365.34020996093,2777.28002929688,5915.125,3129.19018554688,2841.23510742187,7826.625,3483,2986.06494140625,5525.01025390625,4439.60986328125,1729.75500488282,12224.6245117188,4450.4248046875,3183.07482910156,2,"","Specimen_001_20200102_001.csv","2","02-JAN-2020","20200102",70.648324068355,1.72191587421573,11.1599373346836,18.0638530524919,30.0284297789082,14.06828955544,21.4824196168473,20.1304915533888,17.8975720091678,11.983432833979,15.6021227162359,21.6725696149215,19.9916625341383,12.064171654271,45.2195529388545,17.9738999353172,14.8719185676023,32.7128818358559,15.4405768062838,43.4714526629085,42.2770782503697,0,""
