"","filename_median","cluster_median","date_median","tubename_median","X_median","FSC.A_median","SSC.A_median","FITC.A_median","PerCP.A_median","PE.A_median","PE.CF594.A_median","PE.Cy5.A_median","PE.Cy7.A_median","APC.A_median","Alexa.Fluor.700.A_median","APC.Cy7.A_median","BV421.A_median","BV510.A_median","BV605.A_median","BV650.A_median","BV711.A_median","BV786.A_median","BUV.395.A_median","BUV661.A_median","BUV737.A_median","pred.flexclust_median","event_median","filename_rCV","cluster_rCV","date_rCV","tubename_rCV","X_rCV","FSC.A_rCV","SSC.A_rCV","FITC.A_rCV","PerCP.A_rCV","PE.A_rCV","PE.CF594.A_rCV","PE.Cy5.A_rCV","PE.Cy7.A_rCV","APC.A_rCV","Alexa.Fluor.700.A_rCV","APC.Cy7.A_rCV","BV421.A_rCV","BV510.A_rCV","BV605.A_rCV","BV650.A_rCV","BV711.A_rCV","BV786.A_rCV","BUV.395.A_rCV","BUV661.A_rCV","BUV737.A_rCV","pred.flexclust_rCV","event_rCV"
"11","Specimen_001_20191104_001.csv","2","04-NOV-2019","20191104",2450,141624.4921875,52021.5234375,1826.375,1988.34997558594,2771.1201171875,1844.84509277343,2618.69506835938,2138.30505371093,4157.884765625,621.669982910156,2698.32995605469,3770.35998535156,2132.81994628906,1441.14996337891,4061.86999511719,3452.19995117188,1376.36999511719,10723.8603515625,1565.46008300781,1445.0400390625,2,"","Specimen_001_20191104_001.csv","2","04-NOV-2019","20191104",68.915806122449,2.90688271278554,16.7739091785927,21.0390077380429,36.3962767673243,16.5733781523258,24.3685283694385,24.7144034411149,21.6019054832179,15.188134325808,18.4245630601562,25.2072405222612,27.4208706576784,15.8001685081686,55.1308510710385,20.5990627521894,17.1255920053102,36.1892907408571,14.5755004665687,45.4259981366161,50.2232786947254,0,""
"12","Specimen_001_20191104_001.csv","3","04-NOV-2019","20191104",2571,141691.6328125,51773.57421875,70100.0234375,63123.69921875,78561.51953125,80884.4140625,81528.28125,75728.76171875,73682.00390625,19598.7890625,91779.734375,48619.439453125,62491.37890625,47152.458984375,75246.88671875,78738.44921875,76657.69921875,89784.18359375,34296.482421875,43758.361328125,3,"","Specimen_001_20191104_001.csv","3","04-NOV-2019","20191104",64.8414721898094,2.61018096130742,15.5677699112006,16.9634265178897,15.6964836032822,16.9572266265853,17.4613790657096,14.1686311306851,11.8191396742166,12.3169837227575,12.8136538898489,12.6560190707099,15.4667600343757,13.4085757704203,13.9622482345023,7.63829320077248,6.36187791284664,7.22170141911811,22.5895931959411,17.6223626634337,18.4930322155842,0,""
"13","Specimen_001_20191105_001.csv","1","05-NOV-2019","20191105",2449.5,27345.8505859375,22729.669921875,279.179992675781,331.350006103516,711.099975585938,368.224990844726,527.149993896484,490.099975585938,1023.03002929688,143.369995117188,647.595001220703,639.900024414062,283.5,256.364997863769,255.555000305175,267.299987792969,218.699996948242,1457.49987792969,124.549995422363,164.829986572266,1,"","Specimen_001_20191105_001.csv","1","05-NOV-2019","20191105",68.4544090630741,6.34873800587676,2.69600340139124,60.6060597365375,99.307271355558,25.4166521983901,51.8196202520447,67.552266960818,35.691817103307,18.5319199754149,30.7909591591903,47.224282874026,83.4250780241778,49.5714298631778,172.511847636022,104.91284285143,71.2297464803173,107.799318765331,15.8181823054734,288.134592009308,187.175660961214,0,""
"14","Specimen_001_20191105_001.csv","2","05-NOV-2019","20191105",2540,145511.6875,51870.140625,1895.0400390625,2226.86010742188,2718.2998046875,1818.04992675781,2662.39990234375,2129.39990234375,4125.330078125,621.27001953125,2708.63989257812,3700.080078125,2141.63989257812,1397.25,4113.990234375,3529.169921875,1432.89001464844,10767.4794921875,1555.01989746094,1510.49987792969,2,"","Specimen_001_20191105_001.csv","2","05-NOV-2019","20191105",68.4345826771654,2.10587807594493,11.8099694881057,17.2394856793612,29.9272575737958,13.8763652601957,20.8837784894247,20.7002576351261,17.7902791348151,11.8860718389485,15.3194238899181,21.3367209907462,20.3767406427542,11.187956371506,43.8868415323346,16.8916898986547,14.4622282041136,32.2673604745514,14.3103517418398,41.8492716609036,39.1746238936997,0,""
"15","Specimen_001_20191105_001.csv","3","05-NOV-2019","20191105",2497,145775.546875,51600.359375,72700.5390625,69713.21875,76103.9453125,78057.1953125,83034.8984375,82072.25,73336.59375,20695.5,98367.2109375,48508.46875,63307.98046875,47460.33203125,74178.9921875,81076.140625,84455.4609375,89626.171875,33765.23828125,45553.49609375,3,"","Specimen_001_20191105_001.csv","3","05-NOV-2019","20191105",68.1313816579896,2.22481549706928,13.1146793134919,14.4515244105502,12.2740992774865,14.8622398415818,14.305907121791,11.7074120444651,9.77667378913854,11.1896824732792,11.8170932171622,11.5476243091992,13.5197060564811,12.4329065333699,10.6172504513432,6.86526544271979,5.94172746278431,7.15636396551104,19.6916403237405,14.6980992453523,16.3766121897374,0,""
"16","Specimen_001_20191106_001.csv","1","06-NOV-2019","20191106",2400,27888.5810546875,23898.08984375,298.450012207031,339.809997558594,715.974975585938,350.024978637696,508.949981689453,475.149993896484,1043.28002929688,140.940002441406,625.725006103516,650.429992675781,288.360015869141,260.415008544922,260.820007324219,277.829986572266,221.535003662109,1480.81994628906,144.689987182617,152.109985351562,1,"","Specimen_001_20191106_001.csv","1","06-NOV-2019","20191106",70.4937583333333,5.42487154223172,3.31524035532717,56.6811147387268,101.244815678084,25.6366462937663,59.8746679529925,74.1379301040404,38.6456881195321,18.9353743071765,31.3218388626866,47.9611638979139,86.7325768433686,50.4108247450174,176.458085359391,102.472841039367,69.3659198704285,103.446101615881,16.2464207793879,263.260227324235,197.534888504797,0,""
"17","Specimen_001_20191106_001.csv","2","06-NOV-2019","20191106",2548,147361.859375,54722.1015625,1952.38000488281,2300.17993164062,2676.0498046875,1764.09997558594,2655.25,2087.7998046875,4150.43994140625,615.599975585938,2689.19995117188,3751.11010742188,2166.75,1400.48999023438,4141.52978515625,3566.42993164062,1453.14001464844,10785.4990234375,1580.4599609375,1506.25988769531,2,"","Specimen_001_20191106_001.csv","2","06-NOV-2019","20191106",69.0545172684458,2.56404444034927,14.8760243740068,18.81462635404,29.9051834636961,15.0271973734387,22.0257847496459,21.51236088053,18.6730967781807,13.6028326257535,16.6960393863171,22.5436586686673,21.0945769387148,12.3614859800688,47.6610502092163,19.0224779054766,15.8857465917703,32.1008858145196,18.1016187243596,42.6894694329122,43.1660782881112,0,""
"18","Specimen_001_20191106_001.csv","3","06-NOV-2019","20191106",2558,147296.296875,54428.8203125,73579.4375,71241.65625,74705.1484375,76514.75,82415.4453125,79744.59375,73339.0234375,20511.630859375,97289.1015625,48907.80078125,63520.19921875,48085.6484375,74557.2578125,81847.2578125,84451.4140625,89600.734375,33867,45140.09765625,3,"","Specimen_001_20191106_001.csv","3","06-NOV-2019","20191106",64.9050508209539,2.41848843153411,13.8666313070296,16.0045080571933,13.8396109061895,14.8873752405159,15.2495151220843,12.5664534588812,10.5843306736703,12.2230687597571,11.9445575533317,11.7183997115556,14.3502312330831,12.851455258665,12.1868173927284,7.15332355407636,6.06226696469386,7.26216108910994,20.7036849900261,15.5697433803555,16.9676188913595,0,""
"19","Specimen_001_20191107_001.csv","1","07-NOV-2019","20191107",2597.5,28504.3857421875,24075.75,282.940002441406,305.029998779297,707.199951171875,337.349975585938,485.549987792969,470.274978637696,1010.07000732422,138.509994506836,628.559997558594,659.745025634766,290.790008544922,271.755004882812,244.214996337891,262.845001220703,192.779998779297,1538.05993652344,127.199996948242,153.16999053955,1,"","Specimen_001_20191107_001.csv","1","07-NOV-2019","20191107",65.887093358999,6.87649757741844,3.17586081657633,61.3972576298798,116.024653101787,29.2100877496944,60.1745184875835,75.9445419804321,44.0260878630494,20.8745623417917,35.0877223422457,55.2978723291657,87.528205668518,51.1993696088001,169.688750203821,112.373389907662,78.7365165992195,117.775523153167,16.7892145002132,288.171437309588,192.733562867694,0,""
"20","Specimen_001_20191107_001.csv","2","07-NOV-2019","20191107",2502,149891.4375,55048.28125,1942.0400390625,2146.9599609375,2695.5498046875,1710.14990234375,2587,2098.19995117188,4119.66015625,620.460021972656,2710.26000976562,3734.10009765625,2174.85009765625,1435.31994628906,4166.64013671875,3589.11010742188,1472.57995605469,11075.939453125,1564.55993652344,1492.47998046875,2,"","Specimen_001_20191107_001.csv","2","07-NOV-2019","20191107",67.4693485211831,2.15887594271353,11.3273390049644,16.2000083568041,30.1531842620629,13.9473714705553,21.4593735108372,21.2509649613376,18.2372572745634,11.6062675813529,15.2348150407398,21.1804759078391,19.7808564699519,11.4711345272764,43.0575913866826,17.429939072073,14.6828283378098,32.6891252626232,8.17822539919287,40.7859072511825,41.5906317258168,0,""
"21","Specimen_001_20191107_001.csv","3","07-NOV-2019","20191107",2381,149535.9375,54817.0390625,73555.9375,68454.5625,75617.75,75207.59375,80174.25,79352.6484375,73080.6328125,20392.560546875,97634.1640625,49016.33984375,64278.359375,48236.30859375,75213.359375,81754.921875,84224.609375,91254.3359375,34547.51953125,45994.45703125,3,"","Specimen_001_20191107_001.csv","3","07-NOV-2019","20191107",70.9982024359513,2.29063409088534,14.9696006844359,16.7913548319944,16.0295065134446,16.7918565581494,16.9319868879597,13.6780557348525,11.7420220359296,12.9394265302634,13.5281028936813,13.7699661355412,15.4690667102958,13.4138647386915,13.3331110908657,7.73765344628977,6.01841886430767,7.44513110497878,21.9648385954263,16.664674413017,18.2451489730293,0,""
